File accession	File format	Output type	Experiment accession	Assay	Biosample term id	Biosample term name	Biosample type	Biosample organism	Biosample treatments	Biosample treatments amount	Biosample treatments duration	Biosample genetic modifications methods	Biosample genetic modifications categories	Biosample genetic modifications targets	Biosample genetic modifications gene targets	Biosample genetic modifications site coordinates	Biosample genetic modifications zygosity	Experiment target	Library made from	Library depleted in	Library extraction method	Library lysis method	Library crosslinking method	Library strand specific	Experiment date released	Project	RBNS protein concentration	Library fragmentation method	Library size range	Biological replicate(s)	Technical replicate	Read length	Mapped read length	Run type	Paired end	Paired with	Derived from	Size	Lab	md5sum	dbxrefs	File download URL	Assembly	Genome annotation	Platform	Controlled by	File Status	s3_uri	Audit WARNING	Audit INTERNAL_ACTION	Audit NOT_COMPLIANT	Audit ERROR
ENCFF993TCA	bed narrowPeak	peaks	ENCSR000EOM	DNase-seq	CL:0002188	glomerular endothelial cell	primary cell	Homo sapiens											DNA		see document	see document		False	2011-05-04	ENCODE				1							ENCFF328YXQ, ENCFF390DNP	790392	ENCODE Processing Pipeline	5eafddd92b5132256ace2653fef8c1f5		https://www.encodeproject.org/files/ENCFF993TCA/@@download/ENCFF993TCA.bed.gz	hg19				released	s3://encode-public/2018/05/14/16260ad2-dcbe-48bc-a82b-a3c08af8c565/ENCFF993TCA.bed.gz				
ENCFF927KUT	bed narrowPeak	peaks	ENCSR000EOM	DNase-seq	CL:0002188	glomerular endothelial cell	primary cell	Homo sapiens											DNA		see document	see document		False	2011-05-04	ENCODE				2							ENCFF339ZSO, ENCFF390DNP	654157	ENCODE Processing Pipeline	c84ad6fbea6905be95b16b2bba0468b5		https://www.encodeproject.org/files/ENCFF927KUT/@@download/ENCFF927KUT.bed.gz	hg19				released	s3://encode-public/2018/05/14/5d0f7a76-f0d0-4491-98c3-e6120dd4a879/ENCFF927KUT.bed.gz				
ENCFF883FSZ	bed narrowPeak	peaks	ENCSR000EOM	DNase-seq	CL:0002188	glomerular endothelial cell	primary cell	Homo sapiens											DNA		see document	see document		False	2011-05-04	ENCODE				1							ENCFF163ZHO, ENCFF946QOD	757586	ENCODE Processing Pipeline	7c54bcd33dfb4fb3b1145ffc3090eaec		https://www.encodeproject.org/files/ENCFF883FSZ/@@download/ENCFF883FSZ.bed.gz	hg19				archived	s3://encode-public/2016/10/15/5687cf25-ac0e-47c3-9870-4fe5c0419df3/ENCFF883FSZ.bed.gz				
ENCFF984PNP	bed narrowPeak	peaks	ENCSR000EOM	DNase-seq	CL:0002188	glomerular endothelial cell	primary cell	Homo sapiens											DNA		see document	see document		False	2011-05-04	ENCODE				2							ENCFF163ZHO, ENCFF208EGU	629012	ENCODE Processing Pipeline	040b69fa8a750aaec52d8e1d3b69da0f		https://www.encodeproject.org/files/ENCFF984PNP/@@download/ENCFF984PNP.bed.gz	hg19				archived	s3://encode-public/2016/10/17/cf050d6f-ba1c-4c55-9526-3c7b176d0f6b/ENCFF984PNP.bed.gz				
ENCFF416APW	bed narrowPeak	peaks	ENCSR000EOM	DNase-seq	CL:0002188	glomerular endothelial cell	primary cell	Homo sapiens											DNA		see document	see document		False	2011-05-04	ENCODE				1							ENCFF296SMG, ENCFF992CZQ	761152	ENCODE Processing Pipeline	236e78e13d41db19649bb33888112c6e		https://www.encodeproject.org/files/ENCFF416APW/@@download/ENCFF416APW.bed.gz	GRCh38				archived	s3://encode-public/2016/10/23/19664d8f-5153-4af3-88bb-c16191f19321/ENCFF416APW.bed.gz				
ENCFF533QIZ	bed narrowPeak	peaks	ENCSR000EOM	DNase-seq	CL:0002188	glomerular endothelial cell	primary cell	Homo sapiens											DNA		see document	see document		False	2011-05-04	ENCODE				2							ENCFF358DSH, ENCFF992CZQ	631940	ENCODE Processing Pipeline	5c30fa3a5bf4a60e7f8cb7c31ef0d567		https://www.encodeproject.org/files/ENCFF533QIZ/@@download/ENCFF533QIZ.bed.gz	GRCh38				archived	s3://encode-public/2016/10/23/e2cab8d3-0c5a-462d-ae84-b0ae7c7509e4/ENCFF533QIZ.bed.gz				
ENCFF960EDC	bed narrowPeak	peaks	ENCSR000EOM	DNase-seq	CL:0002188	glomerular endothelial cell	primary cell	Homo sapiens											DNA		see document	see document		False	2011-05-04	ENCODE				1							ENCFF393ZCH, ENCFF967OQF	792388	ENCODE Processing Pipeline	136940326547a73eed2a0a68f4a5fd0e		https://www.encodeproject.org/files/ENCFF960EDC/@@download/ENCFF960EDC.bed.gz	GRCh38				archived	s3://encode-public/2017/08/23/c1fe914c-7559-40d7-a4b6-c9b8b4e77925/ENCFF960EDC.bed.gz				
ENCFF975RPX	bed narrowPeak	peaks	ENCSR000EOM	DNase-seq	CL:0002188	glomerular endothelial cell	primary cell	Homo sapiens											DNA		see document	see document		False	2011-05-04	ENCODE				2							ENCFF217AES, ENCFF967OQF	656411	ENCODE Processing Pipeline	37ee867cac65d4f565ebb7dfff2f475c		https://www.encodeproject.org/files/ENCFF975RPX/@@download/ENCFF975RPX.bed.gz	GRCh38				archived	s3://encode-public/2017/08/23/171a52b9-f1d7-40f6-b500-a965e925cd7e/ENCFF975RPX.bed.gz				
ENCFF563UCE	bed narrowPeak	peaks	ENCSR000EOM	DNase-seq	CL:0002188	glomerular endothelial cell	primary cell	Homo sapiens											DNA		see document	see document		False	2011-05-04	ENCODE				1							ENCFF328YXQ, ENCFF390DNP	790366	ENCODE Processing Pipeline	ea157212c762a4ec6c0aaff254e3a526		https://www.encodeproject.org/files/ENCFF563UCE/@@download/ENCFF563UCE.bed.gz	hg19				archived	s3://encode-public/2017/09/05/371261eb-69be-41d6-80ef-961109b06821/ENCFF563UCE.bed.gz				
ENCFF714JOW	bed narrowPeak	peaks	ENCSR000EOM	DNase-seq	CL:0002188	glomerular endothelial cell	primary cell	Homo sapiens											DNA		see document	see document		False	2011-05-04	ENCODE				2							ENCFF339ZSO, ENCFF390DNP	654006	ENCODE Processing Pipeline	d3722b400bb7c6af5ce99aac11916c16		https://www.encodeproject.org/files/ENCFF714JOW/@@download/ENCFF714JOW.bed.gz	hg19				archived	s3://encode-public/2017/09/05/2e6a13ba-4122-4cbe-ac12-1b81ab8470c5/ENCFF714JOW.bed.gz				
ENCFF001WBA	bed narrowPeak	peaks	ENCSR000EOQ	DNase-seq	CL:0002618	endothelial cell of umbilical vein	primary cell	Homo sapiens											DNA		see document	see document		False	2011-05-04	ENCODE				1, 2							ENCFF001BSG	2325850	John Stamatoyannopoulos, UW	c643aaefbce12bd346f0ba3701da9024		https://www.encodeproject.org/files/ENCFF001WBA/@@download/ENCFF001WBA.bed.gz	hg19				archived	s3://encode-public/2012/07/12/267343ac-dda1-40d1-b453-8957a25e637b/ENCFF001WBA.narrowPeak.gz				
ENCFF001WNC	bed narrowPeak	peaks	ENCSR000EOQ	DNase-seq	CL:0002618	endothelial cell of umbilical vein	primary cell	Homo sapiens											DNA		see document	see document		False	2011-05-04	ENCODE				2							ENCFF001DNT	1587876	John Stamatoyannopoulos, UW	69e927c98297c97055be74fbac6fa45f		https://www.encodeproject.org/files/ENCFF001WNC/@@download/ENCFF001WNC.bed.gz	hg19				archived	s3://encode-public/2011/01/11/30cb083c-9e0f-4f59-a5c2-4134d65582aa/ENCFF001WNC.narrowPeak.gz				
ENCFF001WNB	bed narrowPeak	peaks	ENCSR000EOQ	DNase-seq	CL:0002618	endothelial cell of umbilical vein	primary cell	Homo sapiens											DNA		see document	see document		False	2011-05-04	ENCODE				1							ENCFF001DNS	1368143	John Stamatoyannopoulos, UW	febb003e53c0d355023053e8b6a723d6		https://www.encodeproject.org/files/ENCFF001WNB/@@download/ENCFF001WNB.bed.gz	hg19				archived	s3://encode-public/2011/01/11/56e21ce9-992b-4cd1-bc45-061964c855b3/ENCFF001WNB.narrowPeak.gz				
ENCFF136MYL	bed narrowPeak	peaks	ENCSR000EOQ	DNase-seq	CL:0002618	endothelial cell of umbilical vein	primary cell	Homo sapiens											DNA		see document	see document		False	2011-05-04	ENCODE				2							ENCFF813ZGX, ENCFF967OQF	815752	ENCODE Processing Pipeline	8bf57ae4d822f33f5f800b74f1cff31c		https://www.encodeproject.org/files/ENCFF136MYL/@@download/ENCFF136MYL.bed.gz	GRCh38				released	s3://encode-public/2018/05/07/302f4c9b-bfe1-4ef1-ab7d-fb2931d525c8/ENCFF136MYL.bed.gz				
ENCFF406AWN	bed narrowPeak	peaks	ENCSR000EOQ	DNase-seq	CL:0002618	endothelial cell of umbilical vein	primary cell	Homo sapiens											DNA		see document	see document		False	2011-05-04	ENCODE				1							ENCFF434GJP, ENCFF967OQF	2388941	ENCODE Processing Pipeline	58a8963b7ed3c310937e3ec5dd374e62		https://www.encodeproject.org/files/ENCFF406AWN/@@download/ENCFF406AWN.bed.gz	GRCh38				released	s3://encode-public/2018/05/07/4faed44a-4b0c-4341-878a-6ee63e8aac4c/ENCFF406AWN.bed.gz				
ENCFF330HEK	bed narrowPeak	peaks	ENCSR000EOQ	DNase-seq	CL:0002618	endothelial cell of umbilical vein	primary cell	Homo sapiens											DNA		see document	see document		False	2011-05-04	ENCODE				2							ENCFF390DNP, ENCFF757PTA	814250	ENCODE Processing Pipeline	1042d165ab6ccdf33a1908f352bd2967		https://www.encodeproject.org/files/ENCFF330HEK/@@download/ENCFF330HEK.bed.gz	hg19				released	s3://encode-public/2018/05/07/61cb3fd0-1d6e-4144-918d-86f69cb499c0/ENCFF330HEK.bed.gz				
ENCFF097KBE	bed narrowPeak	peaks	ENCSR000EOQ	DNase-seq	CL:0002618	endothelial cell of umbilical vein	primary cell	Homo sapiens											DNA		see document	see document		False	2011-05-04	ENCODE				1							ENCFF390DNP, ENCFF818BFC	2375223	ENCODE Processing Pipeline	54f1c7f3fdf1cff1da1f6d2bdfd4abc6		https://www.encodeproject.org/files/ENCFF097KBE/@@download/ENCFF097KBE.bed.gz	hg19				released	s3://encode-public/2018/05/07/a2951854-7002-4727-a5df-9be09f156a3d/ENCFF097KBE.bed.gz				
ENCFF770IDH	bed narrowPeak	peaks	ENCSR718AAB	DNase-seq	CL:0000623	natural killer cell	primary cell	Homo sapiens											DNA		see document			False	2013-07-31	Roadmap				1							ENCFF118JHP, ENCFF967OQF	422177	ENCODE Processing Pipeline	8392d10a91cf983e297dc7d492b579e5		https://www.encodeproject.org/files/ENCFF770IDH/@@download/ENCFF770IDH.bed.gz	GRCh38				released	s3://encode-public/2018/05/06/db74d4c6-dba4-42e1-9c07-412618ade69d/ENCFF770IDH.bed.gz				
ENCFF675NXI	bed narrowPeak	peaks	ENCSR718AAB	DNase-seq	CL:0000623	natural killer cell	primary cell	Homo sapiens											DNA		see document			False	2013-07-31	Roadmap				1							ENCFF068IAM, ENCFF390DNP	420847	ENCODE Processing Pipeline	212ff585eb31df9ef4cdf5cb0bc38e3c		https://www.encodeproject.org/files/ENCFF675NXI/@@download/ENCFF675NXI.bed.gz	hg19				released	s3://encode-public/2018/05/14/99878494-4e4b-464a-b363-e2438dd0e86d/ENCFF675NXI.bed.gz				
ENCFF687GYG	bed narrowPeak	peaks	ENCSR718AAB	DNase-seq	CL:0000623	natural killer cell	primary cell	Homo sapiens											DNA		see document			False	2013-07-31	Roadmap				1							ENCFF808HRA, ENCFF992CZQ	420987	ENCODE Processing Pipeline	6bd968c58b092c06f9ce368c6c41b667		https://www.encodeproject.org/files/ENCFF687GYG/@@download/ENCFF687GYG.bed.gz	GRCh38				archived	s3://encode-public/2016/11/03/04a10357-c402-40cb-b600-5e9bdb9c6b3c/ENCFF687GYG.bed.gz				
ENCFF933OXV	bed narrowPeak	peaks	ENCSR718AAB	DNase-seq	CL:0000623	natural killer cell	primary cell	Homo sapiens											DNA		see document			False	2013-07-31	Roadmap				1							ENCFF163ZHO, ENCFF173LIJ	416460	ENCODE Processing Pipeline	ff2523b05e3b2df1febf153bab59c568		https://www.encodeproject.org/files/ENCFF933OXV/@@download/ENCFF933OXV.bed.gz	hg19				archived	s3://encode-public/2016/11/03/2f848d42-7263-4be5-be1e-62bdcf124ff3/ENCFF933OXV.bed.gz				
ENCFF660BYL	bed narrowPeak	peaks	ENCSR718AAB	DNase-seq	CL:0000623	natural killer cell	primary cell	Homo sapiens											DNA		see document			False	2013-07-31	Roadmap				1							ENCFF118JHP, ENCFF967OQF	423682	ENCODE Processing Pipeline	51a50abb1a11869d6d21f7ced5a21355		https://www.encodeproject.org/files/ENCFF660BYL/@@download/ENCFF660BYL.bed.gz	GRCh38				archived	s3://encode-public/2017/09/18/a287c7a3-3443-4647-a2c1-dd34f423138a/ENCFF660BYL.bed.gz				
ENCFF168VMB	bed narrowPeak	peaks	ENCSR718AAB	DNase-seq	CL:0000623	natural killer cell	primary cell	Homo sapiens											DNA		see document			False	2013-07-31	Roadmap				1							ENCFF068IAM, ENCFF390DNP	420801	ENCODE Processing Pipeline	06899c87e47106ce4da5b5fd80e75439		https://www.encodeproject.org/files/ENCFF168VMB/@@download/ENCFF168VMB.bed.gz	hg19				archived	s3://encode-public/2017/09/19/b5ef5d12-e101-40ea-8b22-4f7927174176/ENCFF168VMB.bed.gz				
ENCFF829UTZ	bed narrowPeak	peaks	ENCSR891VOV	DNase-seq	CL:0000236	B cell	primary cell	Homo sapiens											DNA		see document			False	2013-07-31	Roadmap				1							ENCFF028OWR, ENCFF967OQF	488897	ENCODE Processing Pipeline	0a1b55647b70b3386702e600dfa291e2		https://www.encodeproject.org/files/ENCFF829UTZ/@@download/ENCFF829UTZ.bed.gz	GRCh38				released	s3://encode-public/2018/05/06/54c24e84-4e50-49d6-9b9f-5be5d7619813/ENCFF829UTZ.bed.gz				
ENCFF403PJS	bed narrowPeak	peaks	ENCSR891VOV	DNase-seq	CL:0000236	B cell	primary cell	Homo sapiens											DNA		see document			False	2013-07-31	Roadmap				1							ENCFF390DNP, ENCFF469VSO	488469	ENCODE Processing Pipeline	755df7c34dab626a90f3064af7f4b43d		https://www.encodeproject.org/files/ENCFF403PJS/@@download/ENCFF403PJS.bed.gz	hg19				released	s3://encode-public/2018/05/14/749791b0-5715-4dd4-a708-50c18eed543a/ENCFF403PJS.bed.gz				
ENCFF355LDD	bed narrowPeak	peaks	ENCSR891VOV	DNase-seq	CL:0000236	B cell	primary cell	Homo sapiens											DNA		see document			False	2013-07-31	Roadmap				1							ENCFF241QWI, ENCFF992CZQ	488779	ENCODE Processing Pipeline	75204a640ff942e1668efa85b73b8d29		https://www.encodeproject.org/files/ENCFF355LDD/@@download/ENCFF355LDD.bed.gz	GRCh38				archived	s3://encode-public/2016/10/30/44cdedcf-d4fa-415b-bcb7-4fe624935c9c/ENCFF355LDD.bed.gz				
ENCFF654IWG	bed narrowPeak	peaks	ENCSR891VOV	DNase-seq	CL:0000236	B cell	primary cell	Homo sapiens											DNA		see document			False	2013-07-31	Roadmap				1							ENCFF158VQA, ENCFF163ZHO	487247	ENCODE Processing Pipeline	dfc2613b644d188294aa13813dcd07cf		https://www.encodeproject.org/files/ENCFF654IWG/@@download/ENCFF654IWG.bed.gz	hg19				archived	s3://encode-public/2016/10/30/30e64561-5a2b-4a15-a7bf-3ff512ce85c6/ENCFF654IWG.bed.gz				
ENCFF238LUI	bed narrowPeak	peaks	ENCSR891VOV	DNase-seq	CL:0000236	B cell	primary cell	Homo sapiens											DNA		see document			False	2013-07-31	Roadmap				1							ENCFF028OWR, ENCFF967OQF	490177	ENCODE Processing Pipeline	d2eb6ee6f45dd30f37ea630cf427e318		https://www.encodeproject.org/files/ENCFF238LUI/@@download/ENCFF238LUI.bed.gz	GRCh38				archived	s3://encode-public/2017/09/18/6a3ff594-2bb8-4169-adfe-8f30458147c2/ENCFF238LUI.bed.gz				
ENCFF957KRB	bed narrowPeak	peaks	ENCSR891VOV	DNase-seq	CL:0000236	B cell	primary cell	Homo sapiens											DNA		see document			False	2013-07-31	Roadmap				1							ENCFF390DNP, ENCFF469VSO	488458	ENCODE Processing Pipeline	87b14de18261a4416ab79aabd967a729		https://www.encodeproject.org/files/ENCFF957KRB/@@download/ENCFF957KRB.bed.gz	hg19				archived	s3://encode-public/2017/09/19/448ca1dd-9900-4470-90c5-ed82e4e55538/ENCFF957KRB.bed.gz				
ENCFF099SSL	bed narrowPeak	peaks	ENCSR320TUJ	DNase-seq	CL:0001059	common myeloid progenitor, CD34-positive	primary cell	Homo sapiens											DNA		see document			False	2013-07-31	Roadmap				1							ENCFF778QBO, ENCFF967OQF	1122830	ENCODE Processing Pipeline	aa1d70214534feeb6ce8c605771d9939		https://www.encodeproject.org/files/ENCFF099SSL/@@download/ENCFF099SSL.bed.gz	GRCh38				released	s3://encode-public/2018/05/04/2593f966-e865-4b70-94a4-5ac76a0dd219/ENCFF099SSL.bed.gz				
ENCFF024DAR	bed narrowPeak	peaks	ENCSR320TUJ	DNase-seq	CL:0001059	common myeloid progenitor, CD34-positive	primary cell	Homo sapiens											DNA		see document			False	2013-07-31	Roadmap				1							ENCFF333YDM, ENCFF390DNP	1121595	ENCODE Processing Pipeline	1e419cc21eda85dbb1fd372c80fe1a61		https://www.encodeproject.org/files/ENCFF024DAR/@@download/ENCFF024DAR.bed.gz	hg19				released	s3://encode-public/2018/05/14/2d97629a-75b1-4b09-99b0-1f48e8e32179/ENCFF024DAR.bed.gz				
ENCFF600EJV	bed narrowPeak	peaks	ENCSR320TUJ	DNase-seq	CL:0001059	common myeloid progenitor, CD34-positive	primary cell	Homo sapiens											DNA		see document			False	2013-07-31	Roadmap				1							ENCFF163ZHO, ENCFF936LPB	1089836	ENCODE Processing Pipeline	ef97c573e0169a6db6fd31bf81e98b40		https://www.encodeproject.org/files/ENCFF600EJV/@@download/ENCFF600EJV.bed.gz	hg19				archived	s3://encode-public/2016/10/28/d65b171f-1edc-4418-b719-e557fba6c847/ENCFF600EJV.bed.gz				
ENCFF521ZLX	bed narrowPeak	peaks	ENCSR320TUJ	DNase-seq	CL:0001059	common myeloid progenitor, CD34-positive	primary cell	Homo sapiens											DNA		see document			False	2013-07-31	Roadmap				1							ENCFF743VNJ, ENCFF992CZQ	1095229	ENCODE Processing Pipeline	8c6d63bdb2d416baf72d5d314ee15966		https://www.encodeproject.org/files/ENCFF521ZLX/@@download/ENCFF521ZLX.bed.gz	GRCh38				archived	s3://encode-public/2016/10/28/70f62f52-3cd0-46ba-953b-d453d12ca021/ENCFF521ZLX.bed.gz				
ENCFF058SNC	bed narrowPeak	peaks	ENCSR320TUJ	DNase-seq	CL:0001059	common myeloid progenitor, CD34-positive	primary cell	Homo sapiens											DNA		see document			False	2013-07-31	Roadmap				1							ENCFF778QBO, ENCFF967OQF	1124911	ENCODE Processing Pipeline	00109465dde8c96060b1458b470ce07d		https://www.encodeproject.org/files/ENCFF058SNC/@@download/ENCFF058SNC.bed.gz	GRCh38				archived	s3://encode-public/2017/09/18/5f875625-5c7a-433f-a0d7-7d8489843fdf/ENCFF058SNC.bed.gz				
ENCFF363VBT	bed narrowPeak	peaks	ENCSR320TUJ	DNase-seq	CL:0001059	common myeloid progenitor, CD34-positive	primary cell	Homo sapiens											DNA		see document			False	2013-07-31	Roadmap				1							ENCFF333YDM, ENCFF390DNP	1122087	ENCODE Processing Pipeline	01045b532762c905c0d2735d292c1703		https://www.encodeproject.org/files/ENCFF363VBT/@@download/ENCFF363VBT.bed.gz	hg19				archived	s3://encode-public/2017/09/19/8ad916bf-d3c1-45e6-8c8d-4a0866068fc0/ENCFF363VBT.bed.gz				
ENCFF365CRQ	bed narrowPeak	peaks	ENCSR772HUG	DNase-seq	CL:0001059	common myeloid progenitor, CD34-positive	primary cell	Homo sapiens											DNA		see document			False	2013-07-31	Roadmap				1							ENCFF777VGM, ENCFF967OQF	654120	ENCODE Processing Pipeline	a676251bba873004d3a8e0af116dad63		https://www.encodeproject.org/files/ENCFF365CRQ/@@download/ENCFF365CRQ.bed.gz	GRCh38				released	s3://encode-public/2018/05/06/b899cd23-8299-4ff7-9595-769fddac8547/ENCFF365CRQ.bed.gz				
ENCFF887XIB	bed narrowPeak	peaks	ENCSR772HUG	DNase-seq	CL:0001059	common myeloid progenitor, CD34-positive	primary cell	Homo sapiens											DNA		see document			False	2013-07-31	Roadmap				1							ENCFF390DNP, ENCFF426VNY	652905	ENCODE Processing Pipeline	066753e228594c23acca80b6bdb865b9		https://www.encodeproject.org/files/ENCFF887XIB/@@download/ENCFF887XIB.bed.gz	hg19				released	s3://encode-public/2018/05/14/85e501db-8eff-4256-90af-e18fda585ccf/ENCFF887XIB.bed.gz				
ENCFF267EBS	bed narrowPeak	peaks	ENCSR772HUG	DNase-seq	CL:0001059	common myeloid progenitor, CD34-positive	primary cell	Homo sapiens											DNA		see document			False	2013-07-31	Roadmap				1							ENCFF992CZQ, ENCFF998AKB	636815	ENCODE Processing Pipeline	16df32f637aaecbc18a31f4115b09d72		https://www.encodeproject.org/files/ENCFF267EBS/@@download/ENCFF267EBS.bed.gz	GRCh38				archived	s3://encode-public/2016/11/03/4822c307-fa31-44b3-9448-3251aa9b6c45/ENCFF267EBS.bed.gz				
ENCFF499OEI	bed narrowPeak	peaks	ENCSR772HUG	DNase-seq	CL:0001059	common myeloid progenitor, CD34-positive	primary cell	Homo sapiens											DNA		see document			False	2013-07-31	Roadmap				1							ENCFF163ZHO, ENCFF882BWH	634494	ENCODE Processing Pipeline	b71173e1c1c829628d198498a264ab0d		https://www.encodeproject.org/files/ENCFF499OEI/@@download/ENCFF499OEI.bed.gz	hg19				archived	s3://encode-public/2016/11/03/e5f3a538-84da-480c-b1fb-71b96f3de63d/ENCFF499OEI.bed.gz				
ENCFF256SZV	bed narrowPeak	peaks	ENCSR772HUG	DNase-seq	CL:0001059	common myeloid progenitor, CD34-positive	primary cell	Homo sapiens											DNA		see document			False	2013-07-31	Roadmap				1							ENCFF777VGM, ENCFF967OQF	655335	ENCODE Processing Pipeline	4fa973d5ab202e2861005aa540764028		https://www.encodeproject.org/files/ENCFF256SZV/@@download/ENCFF256SZV.bed.gz	GRCh38				archived	s3://encode-public/2017/09/18/c5e26d90-ea41-44ee-a6aa-65b708990499/ENCFF256SZV.bed.gz				
ENCFF936STG	bed narrowPeak	peaks	ENCSR772HUG	DNase-seq	CL:0001059	common myeloid progenitor, CD34-positive	primary cell	Homo sapiens											DNA		see document			False	2013-07-31	Roadmap				1							ENCFF390DNP, ENCFF426VNY	652742	ENCODE Processing Pipeline	759d7ef126eaffca8bb9fcb476dbfe5c		https://www.encodeproject.org/files/ENCFF936STG/@@download/ENCFF936STG.bed.gz	hg19				archived	s3://encode-public/2017/09/19/ffc6f995-71f0-4336-b02c-667afb1ac337/ENCFF936STG.bed.gz				
ENCFF773JYF	bed narrowPeak	peaks	ENCSR683QJJ	DNase-seq	CL:0000624	CD4-positive, alpha-beta T cell	primary cell	Homo sapiens											DNA		see document			False	2013-07-31	Roadmap				1							ENCFF495OFD, ENCFF967OQF	1999610	ENCODE Processing Pipeline	520ff51d0f8ccbd965340395a04e605a		https://www.encodeproject.org/files/ENCFF773JYF/@@download/ENCFF773JYF.bed.gz	GRCh38				released	s3://encode-public/2018/05/06/80df2f19-49a7-414d-b830-90ce86843b96/ENCFF773JYF.bed.gz				
ENCFF703UHS	bed narrowPeak	peaks	ENCSR683QJJ	DNase-seq	CL:0000624	CD4-positive, alpha-beta T cell	primary cell	Homo sapiens											DNA		see document			False	2013-07-31	Roadmap				1							ENCFF322XDC, ENCFF390DNP	1995590	ENCODE Processing Pipeline	5ae0e7c67ee1994d6d9904a1614b9fea		https://www.encodeproject.org/files/ENCFF703UHS/@@download/ENCFF703UHS.bed.gz	hg19				released	s3://encode-public/2018/05/14/ae73ff29-2d50-4641-acb2-fbcb68c34af0/ENCFF703UHS.bed.gz				
ENCFF458IQB	bed narrowPeak	peaks	ENCSR683QJJ	DNase-seq	CL:0000624	CD4-positive, alpha-beta T cell	primary cell	Homo sapiens											DNA		see document			False	2013-07-31	Roadmap				1							ENCFF495OFD, ENCFF967OQF	2003882	ENCODE Processing Pipeline	72138e27f3ae058fa71b650b06cf83db		https://www.encodeproject.org/files/ENCFF458IQB/@@download/ENCFF458IQB.bed.gz	GRCh38				archived	s3://encode-public/2017/11/27/f7697a7a-2179-42f6-b573-9a7126152d3c/ENCFF458IQB.bed.gz				
ENCFF495XDQ	bed narrowPeak	peaks	ENCSR683QJJ	DNase-seq	CL:0000624	CD4-positive, alpha-beta T cell	primary cell	Homo sapiens											DNA		see document			False	2013-07-31	Roadmap				1							ENCFF322XDC, ENCFF390DNP	1995430	ENCODE Processing Pipeline	66fba61b77c2c5b26ae4f1d26b686a91		https://www.encodeproject.org/files/ENCFF495XDQ/@@download/ENCFF495XDQ.bed.gz	hg19				archived	s3://encode-public/2017/12/03/67126309-ab51-4e45-bab1-f32c0d2fd5b0/ENCFF495XDQ.bed.gz				
ENCFF001WCS	bed narrowPeak	peaks	ENCSR000EQD	DNase-seq	CL:0000545	T-helper 1 cell	primary cell	Homo sapiens											DNA		see document	see document		False	2012-07-23	ENCODE				1							ENCFF001CJI	1957693	John Stamatoyannopoulos, UW	1c2639bca97fb98cd8175b6ddbf3a05c		https://www.encodeproject.org/files/ENCFF001WCS/@@download/ENCFF001WCS.bed.gz	hg19				archived	s3://encode-public/2012/07/12/1cd0699a-4c9e-4de5-b525-636fdbc1bd00/ENCFF001WCS.narrowPeak.gz				
ENCFF001WTI	bed narrowPeak	peaks	ENCSR000EQD	DNase-seq	CL:0000545	T-helper 1 cell	primary cell	Homo sapiens											DNA		see document	see document		False	2012-07-23	ENCODE				1							ENCFF001EIL	1342795	John Stamatoyannopoulos, UW	0825833ebb0f69edba2616cbdf8a33e9		https://www.encodeproject.org/files/ENCFF001WTI/@@download/ENCFF001WTI.bed.gz	hg19				archived	s3://encode-public/2011/01/11/425f46cd-a1a6-46ab-9cdb-6ab6a5be4f86/ENCFF001WTI.narrowPeak.gz				
ENCFF215XIO	bed narrowPeak	peaks	ENCSR000EQD	DNase-seq	CL:0000545	T-helper 1 cell	primary cell	Homo sapiens											DNA		see document	see document		False	2012-07-23	ENCODE				1							ENCFF881MGL, ENCFF967OQF	1425846	ENCODE Processing Pipeline	80bd51433b34b0d7963b2652e764a01f		https://www.encodeproject.org/files/ENCFF215XIO/@@download/ENCFF215XIO.bed.gz	GRCh38				released	s3://encode-public/2018/05/04/8b14044d-9ce5-40b4-85ad-e3b54cd34ff4/ENCFF215XIO.bed.gz				
ENCFF195KNE	bed narrowPeak	peaks	ENCSR000EQD	DNase-seq	CL:0000545	T-helper 1 cell	primary cell	Homo sapiens											DNA		see document	see document		False	2012-07-23	ENCODE				1							ENCFF349FVG, ENCFF390DNP	1423018	ENCODE Processing Pipeline	0607e2969b682c532c1d03f09c0d4ee1		https://www.encodeproject.org/files/ENCFF195KNE/@@download/ENCFF195KNE.bed.gz	hg19				released	s3://encode-public/2018/05/14/af9c59ca-8ae0-449a-a837-767cedb8300a/ENCFF195KNE.bed.gz				
ENCFF608NJK	bed narrowPeak	peaks	ENCSR000EQD	DNase-seq	CL:0000545	T-helper 1 cell	primary cell	Homo sapiens											DNA		see document	see document		False	2012-07-23	ENCODE				1							ENCFF881MGL, ENCFF967OQF	1431330	ENCODE Processing Pipeline	b27e74a72f62609dfd0bdb78ae736f3b		https://www.encodeproject.org/files/ENCFF608NJK/@@download/ENCFF608NJK.bed.gz	GRCh38				archived	s3://encode-public/2017/09/25/eb8b905d-6476-4fa4-8c61-50e1e9655366/ENCFF608NJK.bed.gz				
