File accession	File format	Output type	Experiment accession	Assay	Biosample term id	Biosample term name	Biosample type	Biosample organism	Biosample treatments	Biosample treatments amount	Biosample treatments duration	Biosample genetic modifications methods	Biosample genetic modifications categories	Biosample genetic modifications targets	Biosample genetic modifications gene targets	Biosample genetic modifications site coordinates	Biosample genetic modifications zygosity	Experiment target	Library made from	Library depleted in	Library extraction method	Library lysis method	Library crosslinking method	Library strand specific	Experiment date released	Project	RBNS protein concentration	Library fragmentation method	Library size range	Biological replicate(s)	Technical replicate	Read length	Mapped read length	Run type	Paired end	Paired with	Derived from	Size	Lab	md5sum	dbxrefs	File download URL	Assembly	Genome annotation	Platform	Controlled by	File Status	s3_uri	Audit WARNING	Audit INTERNAL_ACTION	Audit NOT_COMPLIANT	Audit ERROR
ENCFF222GHZ	bigWig	signal of unique reads	ENCSR514EOB	genetic modification followed by DNase-seq	EFO:0002067	K562	cell line	Homo sapiens				TALEN	deletion			hg19 1 47677623 47677821	heterozygous		DNA					False	2016-07-20	ENCODE				1							ENCFF548QAW	209743973	John Stamatoyannopoulos, UW	0cf0b352bb8af3255c8018b2b493ae6b		https://www.encodeproject.org/files/ENCFF222GHZ/@@download/ENCFF222GHZ.bigWig	hg19				archived	s3://encode-public/2016/05/11/04648556-ae7c-4f87-bf38-e029ddc3f80c/ENCFF222GHZ.bigWig	low spot score, missing biosample characterization			
ENCFF064KKU	bigWig	read-depth normalized signal	ENCSR514EOB	genetic modification followed by DNase-seq	EFO:0002067	K562	cell line	Homo sapiens				TALEN	deletion			hg19 1 47677623 47677821	heterozygous		DNA					False	2016-07-20	ENCODE				1							ENCFF021KXT	626538420	ENCODE Processing Pipeline	b42c89262777fbf5f254153c52cb4e36		https://www.encodeproject.org/files/ENCFF064KKU/@@download/ENCFF064KKU.bigWig	GRCh38				released	s3://encode-public/2017/08/24/cfaab90c-18ca-4ba0-8bb7-8ebb6b35c77e/ENCFF064KKU.bigWig	low spot score, missing biosample characterization			
ENCFF387PTJ	bigWig	read-depth normalized signal	ENCSR514EOB	genetic modification followed by DNase-seq	EFO:0002067	K562	cell line	Homo sapiens				TALEN	deletion			hg19 1 47677623 47677821	heterozygous		DNA					False	2016-07-20	ENCODE				1							ENCFF127HBK	625966220	ENCODE Processing Pipeline	017bf75824f55b1c142b9c8e2721ad2b		https://www.encodeproject.org/files/ENCFF387PTJ/@@download/ENCFF387PTJ.bigWig	hg19				released	s3://encode-public/2017/09/06/5bc8c62c-c570-4135-8c63-f7ab198397f4/ENCFF387PTJ.bigWig	low spot score, missing biosample characterization			
ENCFF000SIX	bigWig	base overlap signal	ENCSR000EIW	DNase-seq	NTR:0000484	AG08396	cell line	Homo sapiens											DNA		see document	see document		False	2012-03-28	ENCODE				1							ENCFF000SIV, ENCFF000SIY, ENCFF000SJA	1494090495	Gregory Crawford, Duke	d3f85fbf96db5584eb27923192aa2bd9		https://www.encodeproject.org/files/ENCFF000SIX/@@download/ENCFF000SIX.bigWig	hg19				archived	s3://encode-public/2011/01/11/65d57876-79ab-43cc-bd0f-3388addfb7f3/ENCFF000SIX.bigWig	mixed read lengths	NTR biosample		
ENCFF000SJC	bigWig	signal	ENCSR000EIW	DNase-seq	NTR:0000484	AG08396	cell line	Homo sapiens											DNA		see document	see document		False	2012-03-28	ENCODE				1							ENCFF000SIV, ENCFF000SIY, ENCFF000SJA	3366357743	Gregory Crawford, Duke	74f327722da584c801af36e66b1e9cf3		https://www.encodeproject.org/files/ENCFF000SJC/@@download/ENCFF000SJC.bigWig	hg19				archived	s3://encode-public/2011/01/11/23b28bf2-2c5d-494d-b650-645607fb9c86/ENCFF000SJC.bigWig	mixed read lengths	NTR biosample		
ENCFF787MSC	bigWig	read-depth normalized signal	ENCSR000EIW	DNase-seq	NTR:0000484	AG08396	cell line	Homo sapiens											DNA		see document	see document		False	2012-03-28	ENCODE				1							ENCFF544XWR	748687799	ENCODE Processing Pipeline	06ccb1a1e619eaca07c4e76d069c15d7		https://www.encodeproject.org/files/ENCFF787MSC/@@download/ENCFF787MSC.bigWig	GRCh38				released	s3://encode-public/2017/09/25/711781fc-a4f0-49f2-b37a-838d604254b5/ENCFF787MSC.bigWig	mixed read lengths	NTR biosample		
ENCFF784OVJ	bigWig	read-depth normalized signal	ENCSR000EIW	DNase-seq	NTR:0000484	AG08396	cell line	Homo sapiens											DNA		see document	see document		False	2012-03-28	ENCODE				1							ENCFF364PGN	747181093	ENCODE Processing Pipeline	374cc7eb4b5cba0a4bf3c4eba9438d0f		https://www.encodeproject.org/files/ENCFF784OVJ/@@download/ENCFF784OVJ.bigWig	hg19				released	s3://encode-public/2017/09/27/6a4261b0-c288-48ad-8106-cfb302d86771/ENCFF784OVJ.bigWig	mixed read lengths	NTR biosample		
ENCFF001CGJ	bigWig	raw signal	ENCSR000EQF	DNase-seq	CL:0000899	T-helper 17 cell	primary cell	Homo sapiens											DNA		see document	see document		False	2012-07-23	ENCODE				1							ENCFF001CHF	382017629	John Stamatoyannopoulos, UW	0e038122c8c2b64f571e350a91a2f188		https://www.encodeproject.org/files/ENCFF001CGJ/@@download/ENCFF001CGJ.bigWig	hg19				archived	s3://encode-public/2012/07/12/0370fa73-b2fd-425a-a416-6d7f4a18ba81/ENCFF001CGJ.bigWig	low spot score	sequencing runs labeled as technical replicates		
ENCFF001CGZ	bigWig	signal	ENCSR000EQF	DNase-seq	CL:0000899	T-helper 17 cell	primary cell	Homo sapiens											DNA		see document	see document		False	2012-07-23	ENCODE				1							ENCFF001CHF	505592445	John Stamatoyannopoulos, UW	3ec1bf7dc894667c64a8474a1e4f3a2e		https://www.encodeproject.org/files/ENCFF001CGZ/@@download/ENCFF001CGZ.bigWig	hg19				archived	s3://encode-public/2012/07/12/ba59fe15-7ad0-41d4-b745-e9468103ab5a/ENCFF001CGZ.bigWig	low spot score	sequencing runs labeled as technical replicates		
ENCFF001EHY	bigWig	raw signal	ENCSR000EQF	DNase-seq	CL:0000899	T-helper 17 cell	primary cell	Homo sapiens											DNA		see document	see document		False	2012-07-23	ENCODE				1							ENCFF001EHZ	143437668	John Stamatoyannopoulos, UW	94f48d7e69bdc786112dd5021c1e0f3f		https://www.encodeproject.org/files/ENCFF001EHY/@@download/ENCFF001EHY.bigWig	hg19				archived	s3://encode-public/2011/01/11/dbdf2e26-0a3d-462b-a4b3-84bd9118c289/ENCFF001EHY.bigWig	low spot score	sequencing runs labeled as technical replicates		
ENCFF566QDG	bigWig	read-depth normalized signal	ENCSR000EQF	DNase-seq	CL:0000899	T-helper 17 cell	primary cell	Homo sapiens											DNA		see document	see document		False	2012-07-23	ENCODE				1							ENCFF755YFE	767325463	ENCODE Processing Pipeline	77ff31e5c9395dbd76923464dcfb2a03		https://www.encodeproject.org/files/ENCFF566QDG/@@download/ENCFF566QDG.bigWig	GRCh38				released	s3://encode-public/2017/11/28/b74cfa5b-21f0-4edf-ba61-cc7ac3c3dc75/ENCFF566QDG.bigWig	low spot score	sequencing runs labeled as technical replicates		
ENCFF466HMS	bigWig	read-depth normalized signal	ENCSR000EQF	DNase-seq	CL:0000899	T-helper 17 cell	primary cell	Homo sapiens											DNA		see document	see document		False	2012-07-23	ENCODE				1							ENCFF620UQL	770313979	ENCODE Processing Pipeline	e82c2316b53e82834a6d74d1a2f3b551		https://www.encodeproject.org/files/ENCFF466HMS/@@download/ENCFF466HMS.bigWig	hg19				released	s3://encode-public/2017/12/06/ace2fca0-e5df-4c12-ae28-88a35031e898/ENCFF466HMS.bigWig	low spot score	sequencing runs labeled as technical replicates		
ENCFF016KEV	bigWig	read-depth normalized signal	ENCSR166TEE	DNase-seq	UBERON:0003662	forelimb muscle	tissue	Homo sapiens											DNA		see document			False	2013-07-31	Roadmap				1							ENCFF261AQB	554026588	ENCODE Processing Pipeline	76db013afbe986a3b4fe00bdcfc99b48		https://www.encodeproject.org/files/ENCFF016KEV/@@download/ENCFF016KEV.bigWig	GRCh38				released	s3://encode-public/2017/09/18/9103f0b1-0d91-47d1-9c4e-f9f6ae0d768a/ENCFF016KEV.bigWig	low read depth			
ENCFF116HRN	bigWig	read-depth normalized signal	ENCSR166TEE	DNase-seq	UBERON:0003662	forelimb muscle	tissue	Homo sapiens											DNA		see document			False	2013-07-31	Roadmap				1							ENCFF151JHW	553289674	ENCODE Processing Pipeline	c1c013ac7ceffc249ac21657f0bd18ac		https://www.encodeproject.org/files/ENCFF116HRN/@@download/ENCFF116HRN.bigWig	hg19				released	s3://encode-public/2017/09/19/c577c2b1-0fd0-4936-849c-aab3a4485a1c/ENCFF116HRN.bigWig	low read depth			
ENCFF841UAI	bigWig	signal of unique reads	ENCSR636VCX	genetic modification followed by DNase-seq	EFO:0002067	K562	cell line	Homo sapiens				TALEN	deletion			hg19 1 240883780 240883796	homozygous		DNA					False	2015-08-31	ENCODE				1							ENCFF883MAN	208045980	John Stamatoyannopoulos, UW	e9327ba85db0720838913c512ec9a4d8		https://www.encodeproject.org/files/ENCFF841UAI/@@download/ENCFF841UAI.bigWig	hg19				archived	s3://encode-public/2016/05/11/6ccbaabe-4d9f-4af4-b166-43c0360f42ff/ENCFF841UAI.bigWig	missing genetic modification reagents, missing biosample characterization	mismatched file status		
ENCFF546ERS	bigWig	read-depth normalized signal	ENCSR636VCX	genetic modification followed by DNase-seq	EFO:0002067	K562	cell line	Homo sapiens				TALEN	deletion			hg19 1 240883780 240883796	homozygous		DNA					False	2015-08-31	ENCODE				1							ENCFF479VZL	607788766	ENCODE Processing Pipeline	519059d02cb3d71bf987c89f90267152		https://www.encodeproject.org/files/ENCFF546ERS/@@download/ENCFF546ERS.bigWig	GRCh38				released	s3://encode-public/2017/08/24/6a9ac307-9ed0-4dde-8923-ca7dcfae567a/ENCFF546ERS.bigWig	missing genetic modification reagents, missing biosample characterization	mismatched file status		
ENCFF570RNQ	bigWig	read-depth normalized signal	ENCSR636VCX	genetic modification followed by DNase-seq	EFO:0002067	K562	cell line	Homo sapiens				TALEN	deletion			hg19 1 240883780 240883796	homozygous		DNA					False	2015-08-31	ENCODE				1							ENCFF298SWY	609702736	ENCODE Processing Pipeline	6abb80b3d4d15280409cbe7b275a4472		https://www.encodeproject.org/files/ENCFF570RNQ/@@download/ENCFF570RNQ.bigWig	hg19				released	s3://encode-public/2017/09/06/7f6e6eb4-bddc-4459-b24a-d287a5ddb195/ENCFF570RNQ.bigWig	missing genetic modification reagents, missing biosample characterization	mismatched file status		
ENCFF001AYA	bigWig	raw signal	ENCSR000ENH	DNase-seq	CL:0002548	cardiac fibroblast	primary cell	Homo sapiens											DNA		see document	see document		False	2010-12-16	ENCODE				1, 2							ENCFF001BAF	320548394	John Stamatoyannopoulos, UW	71ca2427d1baaa4ea058296efd1c8d38		https://www.encodeproject.org/files/ENCFF001AYA/@@download/ENCFF001AYA.bigWig	hg19				archived	s3://encode-public/2012/07/12/7eaadc3f-7840-4f86-8710-02f0afa80c58/ENCFF001AYA.bigWig	low read depth			
ENCFF001AZF	bigWig	signal	ENCSR000ENH	DNase-seq	CL:0002548	cardiac fibroblast	primary cell	Homo sapiens											DNA		see document	see document		False	2010-12-16	ENCODE				1, 2							ENCFF001BAF	435564206	John Stamatoyannopoulos, UW	34214844566dcadccc6e823a0b8cb717		https://www.encodeproject.org/files/ENCFF001AZF/@@download/ENCFF001AZF.bigWig	hg19				archived	s3://encode-public/2012/07/12/ebe555b9-bfc5-42ad-86d9-4c6d75bc944f/ENCFF001AZF.bigWig	low read depth			
ENCFF001DAD	bigWig	raw signal	ENCSR000ENH	DNase-seq	CL:0002548	cardiac fibroblast	primary cell	Homo sapiens											DNA		see document	see document		False	2010-12-16	ENCODE				2							ENCFF001DAB	150803074	John Stamatoyannopoulos, UW	beef4f6ea892127db7240aac1946ba79		https://www.encodeproject.org/files/ENCFF001DAD/@@download/ENCFF001DAD.bigWig	hg19				archived	s3://encode-public/2011/01/11/d39294a7-0973-4cb9-a919-e97d1d16ee9a/ENCFF001DAD.bigWig	low read depth			
ENCFF001DAC	bigWig	raw signal	ENCSR000ENH	DNase-seq	CL:0002548	cardiac fibroblast	primary cell	Homo sapiens											DNA		see document	see document		False	2010-12-16	ENCODE				1							ENCFF001DAA	128554253	John Stamatoyannopoulos, UW	518633176f29b814eb70cc161eb30947		https://www.encodeproject.org/files/ENCFF001DAC/@@download/ENCFF001DAC.bigWig	hg19				archived	s3://encode-public/2011/01/11/0abaa1dd-fd4e-4a41-b4de-d241a351f297/ENCFF001DAC.bigWig	low read depth			
ENCFF049FGZ	bigWig	read-depth normalized signal	ENCSR000ENH	DNase-seq	CL:0002548	cardiac fibroblast	primary cell	Homo sapiens											DNA		see document	see document		False	2010-12-16	ENCODE				1							ENCFF459FGU	717444008	ENCODE Processing Pipeline	e3036c685ed774c7466a87cbe35e64f0		https://www.encodeproject.org/files/ENCFF049FGZ/@@download/ENCFF049FGZ.bigWig	GRCh38				released	s3://encode-public/2018/05/04/5b5ae6b5-de0c-4f2f-b919-7a28982bc567/ENCFF049FGZ.bigWig	low read depth			
ENCFF180ETO	bigWig	read-depth normalized signal	ENCSR000ENH	DNase-seq	CL:0002548	cardiac fibroblast	primary cell	Homo sapiens											DNA		see document	see document		False	2010-12-16	ENCODE				2							ENCFF859LTN	556741052	ENCODE Processing Pipeline	94c64ea5a9a5a16d3e11ddb7996b4f4b		https://www.encodeproject.org/files/ENCFF180ETO/@@download/ENCFF180ETO.bigWig	GRCh38				released	s3://encode-public/2018/05/04/56dbdfb3-7063-476a-b9e5-952c1fa45a59/ENCFF180ETO.bigWig	low read depth			
ENCFF497MPR	bigWig	read-depth normalized signal	ENCSR000ENH	DNase-seq	CL:0002548	cardiac fibroblast	primary cell	Homo sapiens											DNA		see document	see document		False	2010-12-16	ENCODE				1							ENCFF139DKP	716739635	ENCODE Processing Pipeline	778a7232bc6122bef9274f7606e03a36		https://www.encodeproject.org/files/ENCFF497MPR/@@download/ENCFF497MPR.bigWig	hg19				released	s3://encode-public/2018/05/07/b074b5ba-f173-4269-a38f-8c0361276acf/ENCFF497MPR.bigWig	low read depth			
ENCFF401JZP	bigWig	read-depth normalized signal	ENCSR000ENH	DNase-seq	CL:0002548	cardiac fibroblast	primary cell	Homo sapiens											DNA		see document	see document		False	2010-12-16	ENCODE				2							ENCFF189RKF	552461572	ENCODE Processing Pipeline	780e6eb6aca7b4d8c4277d10fcb48576		https://www.encodeproject.org/files/ENCFF401JZP/@@download/ENCFF401JZP.bigWig	hg19				released	s3://encode-public/2018/05/07/3ce42a0d-1c2b-4194-8fad-4e67466f4cd0/ENCFF401JZP.bigWig	low read depth			
ENCFF717KAB	bigWig	signal of unique reads	ENCSR374YBC	genetic modification followed by DNase-seq	EFO:0002067	K562	cell line	Homo sapiens				TALEN	deletion			hg19 11 5305999 5306050	homozygous		DNA					False	2015-08-31	ENCODE				1							ENCFF222UTC	209086287	John Stamatoyannopoulos, UW	bdcf197d4a2336d2b1c842c9e81b720c		https://www.encodeproject.org/files/ENCFF717KAB/@@download/ENCFF717KAB.bigWig	hg19				archived	s3://encode-public/2016/05/11/bcaca8f7-a6c4-4902-aceb-0f12f384900d/ENCFF717KAB.bigWig	low spot score, low read depth, missing biosample characterization			
ENCFF943HUS	bigWig	read-depth normalized signal	ENCSR374YBC	genetic modification followed by DNase-seq	EFO:0002067	K562	cell line	Homo sapiens				TALEN	deletion			hg19 11 5305999 5306050	homozygous		DNA					False	2015-08-31	ENCODE				1							ENCFF270JMP	606755432	ENCODE Processing Pipeline	a7405b8a7c447928a391cfcca78f210d		https://www.encodeproject.org/files/ENCFF943HUS/@@download/ENCFF943HUS.bigWig	hg19				released	s3://encode-public/2019/01/07/27b2b051-4b47-425b-acb6-17954e66c6ea/ENCFF943HUS.bigWig	low spot score, low read depth, missing biosample characterization			
ENCFF489RUO	bigWig	read-depth normalized signal	ENCSR374YBC	genetic modification followed by DNase-seq	EFO:0002067	K562	cell line	Homo sapiens				TALEN	deletion			hg19 11 5305999 5306050	homozygous		DNA					False	2015-08-31	ENCODE				1							ENCFF105LFE	613633579	ENCODE Processing Pipeline	db13d8114b7362e4520a71af1f991a66		https://www.encodeproject.org/files/ENCFF489RUO/@@download/ENCFF489RUO.bigWig	GRCh38				released	s3://encode-public/2019/01/07/3c121ee2-210d-4a9b-b14a-f78690eb111c/ENCFF489RUO.bigWig	low spot score, low read depth, missing biosample characterization			
ENCFF001CIA	bigWig	raw signal	ENCSR000EQD	DNase-seq	CL:0000545	T-helper 1 cell	primary cell	Homo sapiens											DNA		see document	see document		False	2012-07-23	ENCODE				1							ENCFF001CJI	384998709	John Stamatoyannopoulos, UW	e9cf60685598428dc46b19be136228db		https://www.encodeproject.org/files/ENCFF001CIA/@@download/ENCFF001CIA.bigWig	hg19				archived	s3://encode-public/2012/07/12/26177cbf-f272-4602-99ce-0de39d19a47f/ENCFF001CIA.bigWig		sequencing runs labeled as technical replicates		
ENCFF001CIN	bigWig	signal	ENCSR000EQD	DNase-seq	CL:0000545	T-helper 1 cell	primary cell	Homo sapiens											DNA		see document	see document		False	2012-07-23	ENCODE				1							ENCFF001CJI	668966424	John Stamatoyannopoulos, UW	7bcfa501f414062634f2f8b71082d7f6		https://www.encodeproject.org/files/ENCFF001CIN/@@download/ENCFF001CIN.bigWig	hg19				archived	s3://encode-public/2012/07/12/9b68db21-31fb-4091-b13f-7852e34da332/ENCFF001CIN.bigWig		sequencing runs labeled as technical replicates		
ENCFF001EIQ	bigWig	raw signal	ENCSR000EQD	DNase-seq	CL:0000545	T-helper 1 cell	primary cell	Homo sapiens											DNA		see document	see document		False	2012-07-23	ENCODE				1							ENCFF001EIL	240525663	John Stamatoyannopoulos, UW	dfe9c3e9f7b8f5bf4197c35507862d79		https://www.encodeproject.org/files/ENCFF001EIQ/@@download/ENCFF001EIQ.bigWig	hg19				archived	s3://encode-public/2011/01/11/3fc5ef0b-997b-4c9e-98cb-4f5184ea1218/ENCFF001EIQ.bigWig		sequencing runs labeled as technical replicates		
ENCFF204BQM	bigWig	read-depth normalized signal	ENCSR000EQD	DNase-seq	CL:0000545	T-helper 1 cell	primary cell	Homo sapiens											DNA		see document	see document		False	2012-07-23	ENCODE				1							ENCFF881MGL	764191262	ENCODE Processing Pipeline	134e4507bc258379425ce2879bd8914a		https://www.encodeproject.org/files/ENCFF204BQM/@@download/ENCFF204BQM.bigWig	GRCh38				released	s3://encode-public/2017/09/25/fb3ac072-7621-42e3-a9d6-6ca68c09ba78/ENCFF204BQM.bigWig		sequencing runs labeled as technical replicates		
ENCFF666AGV	bigWig	read-depth normalized signal	ENCSR000EQD	DNase-seq	CL:0000545	T-helper 1 cell	primary cell	Homo sapiens											DNA		see document	see document		False	2012-07-23	ENCODE				1							ENCFF349FVG	759736475	ENCODE Processing Pipeline	10a6d32a7a0bc546270c5a16645d6b79		https://www.encodeproject.org/files/ENCFF666AGV/@@download/ENCFF666AGV.bigWig	hg19				released	s3://encode-public/2017/09/28/fc21fe5c-0f2a-460a-aeb1-5f6e7992b346/ENCFF666AGV.bigWig		sequencing runs labeled as technical replicates		
ENCFF001CEL	bigWig	raw signal	ENCSR000EPX	DNase-seq	CL:0002328	bronchial epithelial cell	primary cell	Homo sapiens											DNA		see document	see document		False	2010-12-16	ENCODE				1							ENCFF001CEU	368220813	John Stamatoyannopoulos, UW	d57a5b96398f2638093caa881a9e599a		https://www.encodeproject.org/files/ENCFF001CEL/@@download/ENCFF001CEL.bigWig	hg19				archived	s3://encode-public/2012/07/12/2dee4229-a815-4d3b-aff6-918a36ceffd2/ENCFF001CEL.bigWig	low read depth			
ENCFF001CEN	bigWig	signal	ENCSR000EPX	DNase-seq	CL:0002328	bronchial epithelial cell	primary cell	Homo sapiens											DNA		see document	see document		False	2010-12-16	ENCODE				1							ENCFF001CEU	536744440	John Stamatoyannopoulos, UW	7a405d7fa408556298a3dde0eebd8ba4		https://www.encodeproject.org/files/ENCFF001CEN/@@download/ENCFF001CEN.bigWig	hg19				archived	s3://encode-public/2012/07/12/8a35ecd8-1b0a-4efc-8e66-b8d18d7e15e7/ENCFF001CEN.bigWig	low read depth			
ENCFF001EFP	bigWig	raw signal	ENCSR000EPX	DNase-seq	CL:0002328	bronchial epithelial cell	primary cell	Homo sapiens											DNA		see document	see document		False	2010-12-16	ENCODE				2							ENCFF001EFN	164981493	John Stamatoyannopoulos, UW	945c1282a9b433d93863acc1b2b07c44		https://www.encodeproject.org/files/ENCFF001EFP/@@download/ENCFF001EFP.bigWig	hg19				archived	s3://encode-public/2011/01/11/48dbc675-9e62-4540-85f8-180d38e9296d/ENCFF001EFP.bigWig	low read depth			
ENCFF001EFO	bigWig	raw signal	ENCSR000EPX	DNase-seq	CL:0002328	bronchial epithelial cell	primary cell	Homo sapiens											DNA		see document	see document		False	2010-12-16	ENCODE				1							ENCFF001EFI	129493120	John Stamatoyannopoulos, UW	8ef4be42ea6af4350833f47615582eb6		https://www.encodeproject.org/files/ENCFF001EFO/@@download/ENCFF001EFO.bigWig	hg19				archived	s3://encode-public/2011/01/11/42b94f38-06ec-41bd-9832-98cd8b7682e2/ENCFF001EFO.bigWig	low read depth			
ENCFF827VFY	bigWig	read-depth normalized signal	ENCSR000EPX	DNase-seq	CL:0002328	bronchial epithelial cell	primary cell	Homo sapiens											DNA		see document	see document		False	2010-12-16	ENCODE				1							ENCFF350ASE	741795734	ENCODE Processing Pipeline	4e84d8888894f6e909e989d7400f362b		https://www.encodeproject.org/files/ENCFF827VFY/@@download/ENCFF827VFY.bigWig	GRCh38				released	s3://encode-public/2017/08/24/65b36dd7-fa4e-47ba-91a8-536ebcff4d93/ENCFF827VFY.bigWig	low read depth			
ENCFF524NIB	bigWig	read-depth normalized signal	ENCSR000EPX	DNase-seq	CL:0002328	bronchial epithelial cell	primary cell	Homo sapiens											DNA		see document	see document		False	2010-12-16	ENCODE				2							ENCFF757YJR	561249076	ENCODE Processing Pipeline	99b1bb8c5fc30581062e28dd1baa1c45		https://www.encodeproject.org/files/ENCFF524NIB/@@download/ENCFF524NIB.bigWig	GRCh38				released	s3://encode-public/2017/08/24/dce8219c-ea15-4a52-b546-176aa93425b3/ENCFF524NIB.bigWig	low read depth			
ENCFF595GNY	bigWig	read-depth normalized signal	ENCSR000EPX	DNase-seq	CL:0002328	bronchial epithelial cell	primary cell	Homo sapiens											DNA		see document	see document		False	2010-12-16	ENCODE				2							ENCFF224MFS	560463063	ENCODE Processing Pipeline	05d97274072344ccf37cc272d09221b1		https://www.encodeproject.org/files/ENCFF595GNY/@@download/ENCFF595GNY.bigWig	hg19				released	s3://encode-public/2017/09/06/2e6bbd8a-8e2f-40c9-99e3-51f0d9eada80/ENCFF595GNY.bigWig	low read depth			
ENCFF265MFB	bigWig	read-depth normalized signal	ENCSR000EPX	DNase-seq	CL:0002328	bronchial epithelial cell	primary cell	Homo sapiens											DNA		see document	see document		False	2010-12-16	ENCODE				1							ENCFF036ENS	739276359	ENCODE Processing Pipeline	6dd4983bac84dac132d0918f92b8e983		https://www.encodeproject.org/files/ENCFF265MFB/@@download/ENCFF265MFB.bigWig	hg19				released	s3://encode-public/2017/09/06/f8654cbf-ce79-4ef4-97bb-055fcf5998ef/ENCFF265MFB.bigWig	low read depth			
ENCFF001AWW	bigWig	raw signal	ENCSR000ENB	DNase-seq	CL:0002606	astrocyte of the spinal cord	primary cell	Homo sapiens											DNA		see document	see document		False	2011-05-04	ENCODE				1, 2							ENCFF001AYB	359820644	John Stamatoyannopoulos, UW	47fd03d96a6d577a11f9329edd520fc9		https://www.encodeproject.org/files/ENCFF001AWW/@@download/ENCFF001AWW.bigWig	hg19				archived	s3://encode-public/2012/07/12/c2c269ca-51ee-4bbc-94d7-d3c86517a507/ENCFF001AWW.bigWig	low read depth			
ENCFF001AXW	bigWig	signal	ENCSR000ENB	DNase-seq	CL:0002606	astrocyte of the spinal cord	primary cell	Homo sapiens											DNA		see document	see document		False	2011-05-04	ENCODE				1, 2							ENCFF001AYB	511860090	John Stamatoyannopoulos, UW	72e9dea4cfb1d5bb570f658cc36ffd80		https://www.encodeproject.org/files/ENCFF001AXW/@@download/ENCFF001AXW.bigWig	hg19				archived	s3://encode-public/2012/07/12/74de07c3-9dd2-49d9-b8e8-49bf3076a72b/ENCFF001AXW.bigWig	low read depth			
ENCFF001CYG	bigWig	raw signal	ENCSR000ENB	DNase-seq	CL:0002606	astrocyte of the spinal cord	primary cell	Homo sapiens											DNA		see document	see document		False	2011-05-04	ENCODE				2							ENCFF001CXX	195789981	John Stamatoyannopoulos, UW	3d0993b58b40971cb9c5da2d13e8a9b8		https://www.encodeproject.org/files/ENCFF001CYG/@@download/ENCFF001CYG.bigWig	hg19				archived	s3://encode-public/2011/01/11/53eeed65-24c0-4421-8c1a-6629ec7ac8ed/ENCFF001CYG.bigWig	low read depth			
ENCFF001CYD	bigWig	raw signal	ENCSR000ENB	DNase-seq	CL:0002606	astrocyte of the spinal cord	primary cell	Homo sapiens											DNA		see document	see document		False	2011-05-04	ENCODE				1							ENCFF001CYA	195399515	John Stamatoyannopoulos, UW	e6ec2e799e4e55cb1f85c00c473fded9		https://www.encodeproject.org/files/ENCFF001CYD/@@download/ENCFF001CYD.bigWig	hg19				archived	s3://encode-public/2011/01/11/101966aa-6ce2-43a1-86b2-0bc77438fc73/ENCFF001CYD.bigWig	low read depth			
ENCFF901UBX	bigWig	read-depth normalized signal	ENCSR000ENB	DNase-seq	CL:0002606	astrocyte of the spinal cord	primary cell	Homo sapiens											DNA		see document	see document		False	2011-05-04	ENCODE				1							ENCFF384CCQ	762021803	ENCODE Processing Pipeline	2d4042c08a88bc6bb72e9a73fa7d30ea		https://www.encodeproject.org/files/ENCFF901UBX/@@download/ENCFF901UBX.bigWig	GRCh38				released	s3://encode-public/2018/05/04/05635ad8-e321-4154-899e-6b2e7b2a2258/ENCFF901UBX.bigWig	low read depth			
ENCFF300ZKK	bigWig	read-depth normalized signal	ENCSR000ENB	DNase-seq	CL:0002606	astrocyte of the spinal cord	primary cell	Homo sapiens											DNA		see document	see document		False	2011-05-04	ENCODE				2							ENCFF885IAD	592003601	ENCODE Processing Pipeline	a0a3ccc226a634dc47113a33fb8f6842		https://www.encodeproject.org/files/ENCFF300ZKK/@@download/ENCFF300ZKK.bigWig	GRCh38				released	s3://encode-public/2018/05/04/590acff6-f181-4026-a9aa-b5d358723e64/ENCFF300ZKK.bigWig	low read depth			
ENCFF727GJL	bigWig	read-depth normalized signal	ENCSR000ENB	DNase-seq	CL:0002606	astrocyte of the spinal cord	primary cell	Homo sapiens											DNA		see document	see document		False	2011-05-04	ENCODE				1							ENCFF711JUZ	758385842	ENCODE Processing Pipeline	24d966b01adb3a0d46ea9470295babd3		https://www.encodeproject.org/files/ENCFF727GJL/@@download/ENCFF727GJL.bigWig	hg19				released	s3://encode-public/2018/05/07/75cbdebc-7c11-4798-8ce6-13394e9debb9/ENCFF727GJL.bigWig	low read depth			
ENCFF694UDB	bigWig	read-depth normalized signal	ENCSR000ENB	DNase-seq	CL:0002606	astrocyte of the spinal cord	primary cell	Homo sapiens											DNA		see document	see document		False	2011-05-04	ENCODE				2							ENCFF274HMG	590841490	ENCODE Processing Pipeline	99b89039088a0301c4d108e108d15a3b		https://www.encodeproject.org/files/ENCFF694UDB/@@download/ENCFF694UDB.bigWig	hg19				released	s3://encode-public/2018/05/07/997dcbc9-f2f8-48c0-9ee3-63adc0921b7f/ENCFF694UDB.bigWig	low read depth			
